qid	label	sex	birth	death	gedcom	wikidata_qid	geni_id
Q520	5-generation ancestor [Ahnentafel 20]				5-generation ancestor [Ahnentafel 20] /Shisojin/		
Q521	5-generation ancestor [Ahnentafel 21]				5-generation ancestor [Ahnentafel 21] /Shisojin/		
Q522	5-generation ancestor [Ahnentafel 22]				5-generation ancestor [Ahnentafel 22] /Shisojin/		
Q523	5-generation ancestor [Ahnentafel 23]				5-generation ancestor [Ahnentafel 23] /Shisojin/		
Q524	5-generation ancestor [Ahnentafel 24]				5-generation ancestor [Ahnentafel 24] /Shisojin/		
Q525	5-generation ancestor [Ahnentafel 25]				5-generation ancestor [Ahnentafel 25] /Shisojin/		
Q526	5-generation ancestor [Ahnentafel 26]				5-generation ancestor [Ahnentafel 26] /Shisojin/		
Q527	5-generation ancestor [Ahnentafel 27]				5-generation ancestor [Ahnentafel 27] /Shisojin/		
Q528	5-generation ancestor [Ahnentafel 28]				5-generation ancestor [Ahnentafel 28] /Shisojin/		
Q529	5-generation ancestor [Ahnentafel 29]				5-generation ancestor [Ahnentafel 29] /Shisojin/		
Q530	5-generation ancestor [Ahnentafel 30]				5-generation ancestor [Ahnentafel 30] /Shisojin/		
Q531	5-generation ancestor [Ahnentafel 31]				5-generation ancestor [Ahnentafel 31] /Shisojin/		
Q532	6-generation ancestor [Ahnentafel 32]				6-generation ancestor [Ahnentafel 32] /Shisojin/		
Q533	6-generation ancestor [Ahnentafel 33]				6-generation ancestor [Ahnentafel 33] /Shisojin/		
Q534	6-generation ancestor [Ahnentafel 34]				6-generation ancestor [Ahnentafel 34] /Shisojin/		
Q535	6-generation ancestor [Ahnentafel 35]				6-generation ancestor [Ahnentafel 35] /Shisojin/		
Q536	6-generation ancestor [Ahnentafel 36]				6-generation ancestor [Ahnentafel 36] /Shisojin/		
Q537	6-generation ancestor [Ahnentafel 37]				6-generation ancestor [Ahnentafel 37] /Shisojin/		
Q538	6-generation ancestor [Ahnentafel 38]				6-generation ancestor [Ahnentafel 38] /Shisojin/		
Q539	6-generation ancestor [Ahnentafel 39]				6-generation ancestor [Ahnentafel 39] /Shisojin/		
Q540	6-generation ancestor [Ahnentafel 40]				6-generation ancestor [Ahnentafel 40] /Shisojin/		
Q541	6-generation ancestor [Ahnentafel 41]				6-generation ancestor [Ahnentafel 41] /Shisojin/		
Q542	6-generation ancestor [Ahnentafel 42]				6-generation ancestor [Ahnentafel 42] /Shisojin/		
Q543	6-generation ancestor [Ahnentafel 43]				6-generation ancestor [Ahnentafel 43] /Shisojin/		
Q544	6-generation ancestor [Ahnentafel 44]				6-generation ancestor [Ahnentafel 44] /Shisojin/		
Q545	6-generation ancestor [Ahnentafel 45]				6-generation ancestor [Ahnentafel 45] /Shisojin/		
Q546	6-generation ancestor [Ahnentafel 46]				6-generation ancestor [Ahnentafel 46] /Shisojin/		
Q547	6-generation ancestor [Ahnentafel 47]				6-generation ancestor [Ahnentafel 47] /Shisojin/		
Q548	6-generation ancestor [Ahnentafel 48]				6-generation ancestor [Ahnentafel 48] /Shisojin/		
Q549	6-generation ancestor [Ahnentafel 49]				6-generation ancestor [Ahnentafel 49] /Shisojin/		
Q550	6-generation ancestor [Ahnentafel 50]				6-generation ancestor [Ahnentafel 50] /Shisojin/		
Q551	6-generation ancestor [Ahnentafel 51]				6-generation ancestor [Ahnentafel 51] /Shisojin/		
Q552	6-generation ancestor [Ahnentafel 52]				6-generation ancestor [Ahnentafel 52] /Shisojin/		
Q553	6-generation ancestor [Ahnentafel 53]				6-generation ancestor [Ahnentafel 53] /Shisojin/		
Q554	6-generation ancestor [Ahnentafel 54]				6-generation ancestor [Ahnentafel 54] /Shisojin/		
Q555	6-generation ancestor [Ahnentafel 55]				6-generation ancestor [Ahnentafel 55] /Shisojin/		
Q556	6-generation ancestor [Ahnentafel 56]				6-generation ancestor [Ahnentafel 56] /Shisojin/		
Q557	6-generation ancestor [Ahnentafel 57]				6-generation ancestor [Ahnentafel 57] /Shisojin/		
Q558	6-generation ancestor [Ahnentafel 58]				6-generation ancestor [Ahnentafel 58] /Shisojin/		
Q559	6-generation ancestor [Ahnentafel 59]				6-generation ancestor [Ahnentafel 59] /Shisojin/		
Q560	6-generation ancestor [Ahnentafel 60]				6-generation ancestor [Ahnentafel 60] /Shisojin/		
Q561	6-generation ancestor [Ahnentafel 61]				6-generation ancestor [Ahnentafel 61] /Shisojin/		
Q562	6-generation ancestor [Ahnentafel 62]				6-generation ancestor [Ahnentafel 62] /Shisojin/		
Q563	6-generation ancestor [Ahnentafel 63]				6-generation ancestor [Ahnentafel 63] /Shisojin/		
Q564	7-generation ancestor [Ahnentafel 64]				7-generation ancestor [Ahnentafel 64] /Shisojin/		
Q565	7-generation ancestor [Ahnentafel 65]				7-generation ancestor [Ahnentafel 65] /Shisojin/		
Q566	7-generation ancestor [Ahnentafel 66]				7-generation ancestor [Ahnentafel 66] /Shisojin/		
Q567	7-generation ancestor [Ahnentafel 67]				7-generation ancestor [Ahnentafel 67] /Shisojin/		
Q568	7-generation ancestor [Ahnentafel 68]				7-generation ancestor [Ahnentafel 68] /Shisojin/		
Q569	7-generation ancestor [Ahnentafel 69]				7-generation ancestor [Ahnentafel 69] /Shisojin/		
Q570	7-generation ancestor [Ahnentafel 70]				7-generation ancestor [Ahnentafel 70] /Shisojin/		
Q571	7-generation ancestor [Ahnentafel 71]				7-generation ancestor [Ahnentafel 71] /Shisojin/		
Q572	7-generation ancestor [Ahnentafel 72]				7-generation ancestor [Ahnentafel 72] /Shisojin/		
Q573	7-generation ancestor [Ahnentafel 73]				7-generation ancestor [Ahnentafel 73] /Shisojin/		
Q574	7-generation ancestor [Ahnentafel 74]				7-generation ancestor [Ahnentafel 74] /Shisojin/		
Q575	7-generation ancestor [Ahnentafel 75]				7-generation ancestor [Ahnentafel 75] /Shisojin/		
Q576	7-generation ancestor [Ahnentafel 76]				7-generation ancestor [Ahnentafel 76] /Shisojin/		
Q577	7-generation ancestor [Ahnentafel 77]				7-generation ancestor [Ahnentafel 77] /Shisojin/		
Q578	7-generation ancestor [Ahnentafel 78]				7-generation ancestor [Ahnentafel 78] /Shisojin/		
Q579	7-generation ancestor [Ahnentafel 79]				7-generation ancestor [Ahnentafel 79] /Shisojin/		
Q580	7-generation ancestor [Ahnentafel 80]				7-generation ancestor [Ahnentafel 80] /Shisojin/		
Q581	7-generation ancestor [Ahnentafel 81]				7-generation ancestor [Ahnentafel 81] /Shisojin/		
Q582	7-generation ancestor [Ahnentafel 82]				7-generation ancestor [Ahnentafel 82] /Shisojin/		
Q583	7-generation ancestor [Ahnentafel 83]				7-generation ancestor [Ahnentafel 83] /Shisojin/		
Q584	7-generation ancestor [Ahnentafel 84]				7-generation ancestor [Ahnentafel 84] /Shisojin/		
Q585	7-generation ancestor [Ahnentafel 85]				7-generation ancestor [Ahnentafel 85] /Shisojin/		
Q586	7-generation ancestor [Ahnentafel 86]				7-generation ancestor [Ahnentafel 86] /Shisojin/		
Q587	7-generation ancestor [Ahnentafel 87]				7-generation ancestor [Ahnentafel 87] /Shisojin/		
Q588	7-generation ancestor [Ahnentafel 88]				7-generation ancestor [Ahnentafel 88] /Shisojin/		
Q589	7-generation ancestor [Ahnentafel 89]				7-generation ancestor [Ahnentafel 89] /Shisojin/		
Q590	7-generation ancestor [Ahnentafel 90]				7-generation ancestor [Ahnentafel 90] /Shisojin/		
Q591	7-generation ancestor [Ahnentafel 91]				7-generation ancestor [Ahnentafel 91] /Shisojin/		
Q592	7-generation ancestor [Ahnentafel 92]				7-generation ancestor [Ahnentafel 92] /Shisojin/		
Q593	7-generation ancestor [Ahnentafel 93]				7-generation ancestor [Ahnentafel 93] /Shisojin/		
Q594	7-generation ancestor [Ahnentafel 94]				7-generation ancestor [Ahnentafel 94] /Shisojin/		
Q595	7-generation ancestor [Ahnentafel 95]				7-generation ancestor [Ahnentafel 95] /Shisojin/		
Q596	7-generation ancestor [Ahnentafel 96]				7-generation ancestor [Ahnentafel 96] /Shisojin/		
Q597	7-generation ancestor [Ahnentafel 97]				7-generation ancestor [Ahnentafel 97] /Shisojin/		
Q598	7-generation ancestor [Ahnentafel 98]				7-generation ancestor [Ahnentafel 98] /Shisojin/		
Q599	7-generation ancestor [Ahnentafel 99]				7-generation ancestor [Ahnentafel 99] /Shisojin/		
Q600	7-generation ancestor [Ahnentafel 100]				7-generation ancestor [Ahnentafel 100] /Shisojin/		
Q601	7-generation ancestor [Ahnentafel 101]				7-generation ancestor [Ahnentafel 101] /Shisojin/		
Q602	7-generation ancestor [Ahnentafel 102]				7-generation ancestor [Ahnentafel 102] /Shisojin/		
Q603	7-generation ancestor [Ahnentafel 103]				7-generation ancestor [Ahnentafel 103] /Shisojin/		
Q604	7-generation ancestor [Ahnentafel 104]				7-generation ancestor [Ahnentafel 104] /Shisojin/		
Q605	7-generation ancestor [Ahnentafel 105]				7-generation ancestor [Ahnentafel 105] /Shisojin/		
Q606	7-generation ancestor [Ahnentafel 106]				7-generation ancestor [Ahnentafel 106] /Shisojin/		
Q607	7-generation ancestor [Ahnentafel 107]				7-generation ancestor [Ahnentafel 107] /Shisojin/		
Q608	7-generation ancestor [Ahnentafel 108]				7-generation ancestor [Ahnentafel 108] /Shisojin/		
Q609	7-generation ancestor [Ahnentafel 109]				7-generation ancestor [Ahnentafel 109] /Shisojin/		
Q610	7-generation ancestor [Ahnentafel 110]				7-generation ancestor [Ahnentafel 110] /Shisojin/		
Q611	7-generation ancestor [Ahnentafel 111]				7-generation ancestor [Ahnentafel 111] /Shisojin/		
Q612	7-generation ancestor [Ahnentafel 112]				7-generation ancestor [Ahnentafel 112] /Shisojin/		
Q613	7-generation ancestor [Ahnentafel 113]				7-generation ancestor [Ahnentafel 113] /Shisojin/		
Q614	7-generation ancestor [Ahnentafel 114]				7-generation ancestor [Ahnentafel 114] /Shisojin/		
Q615	7-generation ancestor [Ahnentafel 115]				7-generation ancestor [Ahnentafel 115] /Shisojin/		
Q616	7-generation ancestor [Ahnentafel 116]				7-generation ancestor [Ahnentafel 116] /Shisojin/		
Q617	7-generation ancestor [Ahnentafel 117]				7-generation ancestor [Ahnentafel 117] /Shisojin/		
Q618	7-generation ancestor [Ahnentafel 118]				7-generation ancestor [Ahnentafel 118] /Shisojin/		
Q619	7-generation ancestor [Ahnentafel 119]				7-generation ancestor [Ahnentafel 119] /Shisojin/		
Q620	7-generation ancestor [Ahnentafel 120]				7-generation ancestor [Ahnentafel 120] /Shisojin/		
Q621	7-generation ancestor [Ahnentafel 121]				7-generation ancestor [Ahnentafel 121] /Shisojin/		
Q622	7-generation ancestor [Ahnentafel 122]				7-generation ancestor [Ahnentafel 122] /Shisojin/		
Q623	7-generation ancestor [Ahnentafel 123]				7-generation ancestor [Ahnentafel 123] /Shisojin/		
Q624	7-generation ancestor [Ahnentafel 124]				7-generation ancestor [Ahnentafel 124] /Shisojin/		
Q625	7-generation ancestor [Ahnentafel 125]				7-generation ancestor [Ahnentafel 125] /Shisojin/		
Q626	7-generation ancestor [Ahnentafel 126]				7-generation ancestor [Ahnentafel 126] /Shisojin/		
Q627	7-generation ancestor [Ahnentafel 127]				7-generation ancestor [Ahnentafel 127] /Shisojin/		
Q628	8-generation ancestor [Ahnentafel 128]				8-generation ancestor [Ahnentafel 128] /Shisojin/		
Q629	8-generation ancestor [Ahnentafel 129]				8-generation ancestor [Ahnentafel 129] /Shisojin/		
Q630	8-generation ancestor [Ahnentafel 130]				8-generation ancestor [Ahnentafel 130] /Shisojin/		
Q631	8-generation ancestor [Ahnentafel 131]				8-generation ancestor [Ahnentafel 131] /Shisojin/		
Q632	8-generation ancestor [Ahnentafel 132]				8-generation ancestor [Ahnentafel 132] /Shisojin/		
Q633	8-generation ancestor [Ahnentafel 133]				8-generation ancestor [Ahnentafel 133] /Shisojin/		
Q634	8-generation ancestor [Ahnentafel 134]				8-generation ancestor [Ahnentafel 134] /Shisojin/		
Q635	8-generation ancestor [Ahnentafel 135]				8-generation ancestor [Ahnentafel 135] /Shisojin/		
Q636	8-generation ancestor [Ahnentafel 136]				8-generation ancestor [Ahnentafel 136] /Shisojin/		
Q637	8-generation ancestor [Ahnentafel 137]				8-generation ancestor [Ahnentafel 137] /Shisojin/		
Q638	8-generation ancestor [Ahnentafel 138]				8-generation ancestor [Ahnentafel 138] /Shisojin/		
Q639	8-generation ancestor [Ahnentafel 139]				8-generation ancestor [Ahnentafel 139] /Shisojin/		
Q640	8-generation ancestor [Ahnentafel 140]				8-generation ancestor [Ahnentafel 140] /Shisojin/		
Q641	8-generation ancestor [Ahnentafel 141]				8-generation ancestor [Ahnentafel 141] /Shisojin/		
Q642	8-generation ancestor [Ahnentafel 142]				8-generation ancestor [Ahnentafel 142] /Shisojin/		
Q643	8-generation ancestor [Ahnentafel 143]				8-generation ancestor [Ahnentafel 143] /Shisojin/		
Q644	8-generation ancestor [Ahnentafel 144]				8-generation ancestor [Ahnentafel 144] /Shisojin/		
Q645	8-generation ancestor [Ahnentafel 145]				8-generation ancestor [Ahnentafel 145] /Shisojin/		
Q646	8-generation ancestor [Ahnentafel 146]				8-generation ancestor [Ahnentafel 146] /Shisojin/		
Q647	8-generation ancestor [Ahnentafel 147]				8-generation ancestor [Ahnentafel 147] /Shisojin/		
Q648	8-generation ancestor [Ahnentafel 148]				8-generation ancestor [Ahnentafel 148] /Shisojin/		
Q649	8-generation ancestor [Ahnentafel 149]				8-generation ancestor [Ahnentafel 149] /Shisojin/		
Q650	8-generation ancestor [Ahnentafel 150]				8-generation ancestor [Ahnentafel 150] /Shisojin/		
Q651	8-generation ancestor [Ahnentafel 151]				8-generation ancestor [Ahnentafel 151] /Shisojin/		
Q652	8-generation ancestor [Ahnentafel 152]				8-generation ancestor [Ahnentafel 152] /Shisojin/		
Q653	8-generation ancestor [Ahnentafel 153]				8-generation ancestor [Ahnentafel 153] /Shisojin/		
Q654	8-generation ancestor [Ahnentafel 154]				8-generation ancestor [Ahnentafel 154] /Shisojin/		
Q655	8-generation ancestor [Ahnentafel 155]				8-generation ancestor [Ahnentafel 155] /Shisojin/		
Q656	8-generation ancestor [Ahnentafel 156]				8-generation ancestor [Ahnentafel 156] /Shisojin/		
Q657	8-generation ancestor [Ahnentafel 157]				8-generation ancestor [Ahnentafel 157] /Shisojin/		
Q658	8-generation ancestor [Ahnentafel 158]				8-generation ancestor [Ahnentafel 158] /Shisojin/		
Q659	8-generation ancestor [Ahnentafel 159]				8-generation ancestor [Ahnentafel 159] /Shisojin/		
Q660	8-generation ancestor [Ahnentafel 160]				8-generation ancestor [Ahnentafel 160] /Shisojin/		
Q661	8-generation ancestor [Ahnentafel 161]				8-generation ancestor [Ahnentafel 161] /Shisojin/		
Q662	8-generation ancestor [Ahnentafel 162]				8-generation ancestor [Ahnentafel 162] /Shisojin/		
Q663	8-generation ancestor [Ahnentafel 163]				8-generation ancestor [Ahnentafel 163] /Shisojin/		
Q664	8-generation ancestor [Ahnentafel 164]				8-generation ancestor [Ahnentafel 164] /Shisojin/		
Q665	8-generation ancestor [Ahnentafel 165]				8-generation ancestor [Ahnentafel 165] /Shisojin/		
Q666	8-generation ancestor [Ahnentafel 166]				8-generation ancestor [Ahnentafel 166] /Shisojin/		
Q667	8-generation ancestor [Ahnentafel 167]				8-generation ancestor [Ahnentafel 167] /Shisojin/		
Q668	8-generation ancestor [Ahnentafel 168]				8-generation ancestor [Ahnentafel 168] /Shisojin/		
Q669	8-generation ancestor [Ahnentafel 169]				8-generation ancestor [Ahnentafel 169] /Shisojin/		
Q670	8-generation ancestor [Ahnentafel 170]				8-generation ancestor [Ahnentafel 170] /Shisojin/		
Q671	8-generation ancestor [Ahnentafel 171]				8-generation ancestor [Ahnentafel 171] /Shisojin/		
Q672	8-generation ancestor [Ahnentafel 172]				8-generation ancestor [Ahnentafel 172] /Shisojin/		
Q673	8-generation ancestor [Ahnentafel 173]				8-generation ancestor [Ahnentafel 173] /Shisojin/		
Q674	8-generation ancestor [Ahnentafel 174]				8-generation ancestor [Ahnentafel 174] /Shisojin/		
Q675	8-generation ancestor [Ahnentafel 175]				8-generation ancestor [Ahnentafel 175] /Shisojin/		
Q676	8-generation ancestor [Ahnentafel 176]				8-generation ancestor [Ahnentafel 176] /Shisojin/		
Q677	8-generation ancestor [Ahnentafel 177]				8-generation ancestor [Ahnentafel 177] /Shisojin/		
Q678	8-generation ancestor [Ahnentafel 178]				8-generation ancestor [Ahnentafel 178] /Shisojin/		
Q679	8-generation ancestor [Ahnentafel 179]				8-generation ancestor [Ahnentafel 179] /Shisojin/		
Q680	8-generation ancestor [Ahnentafel 180]				8-generation ancestor [Ahnentafel 180] /Shisojin/		
Q681	8-generation ancestor [Ahnentafel 181]				8-generation ancestor [Ahnentafel 181] /Shisojin/		
Q682	8-generation ancestor [Ahnentafel 182]				8-generation ancestor [Ahnentafel 182] /Shisojin/		
Q683	8-generation ancestor [Ahnentafel 183]				8-generation ancestor [Ahnentafel 183] /Shisojin/		
Q684	8-generation ancestor [Ahnentafel 184]				8-generation ancestor [Ahnentafel 184] /Shisojin/		
Q685	8-generation ancestor [Ahnentafel 185]				8-generation ancestor [Ahnentafel 185] /Shisojin/		
Q686	8-generation ancestor [Ahnentafel 186]				8-generation ancestor [Ahnentafel 186] /Shisojin/		
Q687	8-generation ancestor [Ahnentafel 187]				8-generation ancestor [Ahnentafel 187] /Shisojin/		
Q688	8-generation ancestor [Ahnentafel 188]				8-generation ancestor [Ahnentafel 188] /Shisojin/		
Q689	8-generation ancestor [Ahnentafel 189]				8-generation ancestor [Ahnentafel 189] /Shisojin/		
Q690	8-generation ancestor [Ahnentafel 190]				8-generation ancestor [Ahnentafel 190] /Shisojin/		
Q691	8-generation ancestor [Ahnentafel 191]				8-generation ancestor [Ahnentafel 191] /Shisojin/		
Q692	8-generation ancestor [Ahnentafel 192]				8-generation ancestor [Ahnentafel 192] /Shisojin/		
Q693	8-generation ancestor [Ahnentafel 193]				8-generation ancestor [Ahnentafel 193] /Shisojin/		
Q694	8-generation ancestor [Ahnentafel 194]				8-generation ancestor [Ahnentafel 194] /Shisojin/		
Q695	8-generation ancestor [Ahnentafel 195]				8-generation ancestor [Ahnentafel 195] /Shisojin/		
Q696	8-generation ancestor [Ahnentafel 196]				8-generation ancestor [Ahnentafel 196] /Shisojin/		
Q697	8-generation ancestor [Ahnentafel 197]				8-generation ancestor [Ahnentafel 197] /Shisojin/		
Q698	8-generation ancestor [Ahnentafel 198]				8-generation ancestor [Ahnentafel 198] /Shisojin/		
Q699	8-generation ancestor [Ahnentafel 199]				8-generation ancestor [Ahnentafel 199] /Shisojin/		
Q700	8-generation ancestor [Ahnentafel 200]				8-generation ancestor [Ahnentafel 200] /Shisojin/		
Q701	8-generation ancestor [Ahnentafel 201]				8-generation ancestor [Ahnentafel 201] /Shisojin/		
Q702	8-generation ancestor [Ahnentafel 202]				8-generation ancestor [Ahnentafel 202] /Shisojin/		
Q703	8-generation ancestor [Ahnentafel 203]				8-generation ancestor [Ahnentafel 203] /Shisojin/		
Q704	8-generation ancestor [Ahnentafel 204]				8-generation ancestor [Ahnentafel 204] /Shisojin/		
Q705	8-generation ancestor [Ahnentafel 205]				8-generation ancestor [Ahnentafel 205] /Shisojin/		
Q706	8-generation ancestor [Ahnentafel 206]				8-generation ancestor [Ahnentafel 206] /Shisojin/		
Q707	8-generation ancestor [Ahnentafel 207]				8-generation ancestor [Ahnentafel 207] /Shisojin/		
Q708	8-generation ancestor [Ahnentafel 208]				8-generation ancestor [Ahnentafel 208] /Shisojin/		
Q709	8-generation ancestor [Ahnentafel 209]				8-generation ancestor [Ahnentafel 209] /Shisojin/		
Q710	8-generation ancestor [Ahnentafel 210]				8-generation ancestor [Ahnentafel 210] /Shisojin/		
Q711	8-generation ancestor [Ahnentafel 211]				8-generation ancestor [Ahnentafel 211] /Shisojin/		
Q712	8-generation ancestor [Ahnentafel 212]				8-generation ancestor [Ahnentafel 212] /Shisojin/		
Q713	8-generation ancestor [Ahnentafel 213]				8-generation ancestor [Ahnentafel 213] /Shisojin/		
Q714	8-generation ancestor [Ahnentafel 214]				8-generation ancestor [Ahnentafel 214] /Shisojin/		
Q715	8-generation ancestor [Ahnentafel 215]				8-generation ancestor [Ahnentafel 215] /Shisojin/		
Q716	8-generation ancestor [Ahnentafel 216]				8-generation ancestor [Ahnentafel 216] /Shisojin/		
Q717	8-generation ancestor [Ahnentafel 217]				8-generation ancestor [Ahnentafel 217] /Shisojin/		
Q718	8-generation ancestor [Ahnentafel 218]				8-generation ancestor [Ahnentafel 218] /Shisojin/		
Q719	8-generation ancestor [Ahnentafel 219]				8-generation ancestor [Ahnentafel 219] /Shisojin/		
Q720	8-generation ancestor [Ahnentafel 220]				8-generation ancestor [Ahnentafel 220] /Shisojin/		
Q721	8-generation ancestor [Ahnentafel 221]				8-generation ancestor [Ahnentafel 221] /Shisojin/		
Q722	8-generation ancestor [Ahnentafel 222]				8-generation ancestor [Ahnentafel 222] /Shisojin/		
Q723	8-generation ancestor [Ahnentafel 223]				8-generation ancestor [Ahnentafel 223] /Shisojin/		
Q724	8-generation ancestor [Ahnentafel 224]				8-generation ancestor [Ahnentafel 224] /Shisojin/		
Q725	8-generation ancestor [Ahnentafel 225]				8-generation ancestor [Ahnentafel 225] /Shisojin/		
Q726	8-generation ancestor [Ahnentafel 226]				8-generation ancestor [Ahnentafel 226] /Shisojin/		
Q727	8-generation ancestor [Ahnentafel 227]				8-generation ancestor [Ahnentafel 227] /Shisojin/		
Q728	8-generation ancestor [Ahnentafel 228]				8-generation ancestor [Ahnentafel 228] /Shisojin/		
Q729	8-generation ancestor [Ahnentafel 229]				8-generation ancestor [Ahnentafel 229] /Shisojin/		
Q730	8-generation ancestor [Ahnentafel 230]				8-generation ancestor [Ahnentafel 230] /Shisojin/		
Q731	8-generation ancestor [Ahnentafel 231]				8-generation ancestor [Ahnentafel 231] /Shisojin/		
Q732	8-generation ancestor [Ahnentafel 232]				8-generation ancestor [Ahnentafel 232] /Shisojin/		
Q733	8-generation ancestor [Ahnentafel 233]				8-generation ancestor [Ahnentafel 233] /Shisojin/		
Q734	8-generation ancestor [Ahnentafel 234]				8-generation ancestor [Ahnentafel 234] /Shisojin/		
Q735	8-generation ancestor [Ahnentafel 235]				8-generation ancestor [Ahnentafel 235] /Shisojin/		
Q736	8-generation ancestor [Ahnentafel 236]				8-generation ancestor [Ahnentafel 236] /Shisojin/		
